Grapheme	IPA
wsh	w ʃ
ww	wː
x	x
xs	x s
xw	xʷ
xx	xː
y	j
yy	jː
z	z
zh	ʒ
zw	zʷ
zz	zː
zʼ	zʼ
zː	zː
Ò	o
à	a
à:	aː
àh	a h
àhw	a hʷ
às	a s
àsh	a ʃ
àsw	a sʷ
àsàs	a s a s
àw	a w
àwsh	a w ʃ
àà	aː
àː	aː
à̀	a
á	a
áá	aː
áʼ	a ʔ
áː	aː
á́	a
â	a
âh	a h
âs	a s
âw	a w
è	e
èh	e h
ès	e s
èw	e w
èè	eː
èː	əː
è̀	e
é	e
éh	e h
és	e s
ésh	e ʃ
éw	e w
éé	eː
ê	e
ês	ə s
ì	i
ìh	i h
ìs	i s
ìsh	i ʃ
ìw	i w
ìì	iː
í	i
í:	iː
íí	iː
íː	iː
í́	i
î	i
îs	i s
ò	o
òh	o h
òs	o s
òsh	o ʃ
òw	o w
òò	oː
ó	o
óh	o h
ós	o s
ósh	o ʃ
ów	o w
óó	oː
óʼ	o ʔ
ô	o
ù	u
ùh	u h
ùhhw	u hʷ
ùhw	u hʷ
ùs	u s
ùsh	u ʃ
ùw	u w
ùù	uː
ùʒ	u ʒ
ú	u
úú	uː
û	u
ûs	u s
ā	a
āh	a h
āhw	a hʷ
ās	a s
āw	a w
āww	a wː
āʼ	a ʔ
āː	aː
ē	e
ē:h	eː h
ēh	e h
ēs	e s
ēw	e w
ī	i
īh	i h
īw	i w
īʼ	i ʔ
ŋ	ŋ
ŋh	ŋʱ
ŋhw	ŋ hʷ
ŋhʷ	ŋʷʱ
ŋs	ŋ s
ŋsh	ŋ ʃ
ŋw	ŋʷ
ŋŋ	ŋː
ŋʃ	ŋ ʃ
ŋʷ	ŋʷ
ŋʼ	ŋʼ
ŋʼw	ŋʼ w
ŋ̀	ŋ
ŋ̀hʷ	ŋ hʷ
ŋ́	ŋ
ŋ́s	ŋ s
ŋ̄	ŋ
ŋ̩	ŋ
ō	o
ōh	o h
ōw	o w
ōʃ	o ʃ
œ	œ
œ́	œ
œ̄	œ̄
ū	u
ūʼ	u ʔ
Ə	ə
ƙ	k
ƙʷ	kʷ
ƴ	j
ǎ	a
ǎs	a s
ǎw	a w
ǐ	i
ǒ	o
ǝ	ə
ǹsh	n ʃ
ɑ	ɑ
ɑʼ	ɑ ʔ
ɑ̀	ɑ
ɑ́	ɑ
ɑ̂	a
ɑ̄	a
ɓ	ɓ
ɓs	ɓ s
ɓw	ɓʷ
ɓɓ	ɓː
ɔ	ɔ
ɔ̀	ɔ̀
ɔ́	ɔ́
ɔ̄	ɔ
ɗ	ɗ
ɗs	ɗ s
ɗw	ɗʷ
ɗɗ	ɗː
ɗː	ɗː
ɘ̄	ə
ə	ə
əə	əː
əʼ	ə ʔ
ə̀	ə
ə́	ə
ə́́	ə
ə̂	ə
ə̄	ə
ə̌	ə
ɛ	ɛ
ɛ̀	ɛ
ɛ́	ɛ
ɛ́ʼ	ɛ ʔ
ɛ̂	ɛ
ɛ̄	ɛ
ɛ̄ʼ	ɛ ʔ
ɡ	g
ɡw	gʷ
ɡʷ	gʷ
ɣ	ɣ
ɨ	ɨ
ɨɨ	ɨː
ɨ̀	ɨ
ɨ́	ɨ
ɪ	ɪ
ɪ̀	ɪ
ɪ́	ɪ
ɪ̄	ɪ
ɬ	ɬ
ɮ	ɮ
ɱ	ɱ
ɲ	ɲ
ɹ̝	ɹ̝
ɾ	ɾ
ʃ	ʃ
ʉ	ʉ
ʊ	ʊ
ʊ̀	ʊ
ʊ́	ʊ
ʊ̄	ʊ
ʏ̄	ʏ
ʒ	ʒ
ʔ	ʔ
ʔʲ	ʔʲ
ʷf	ʷf
ʻoʻ	o
ʼ	ʔ
ʼi	ʔ i
ʼo	ʔ o
ʼɑ	ʔ ɑ
ʼə	ʔ ə
ˈ	ʔ
ˈl	l
ˈn	n
ˈo:	oː
ˈr	r
ˈt	t
ˈá	a
ˈâ	a
ˈèw	ʔ e w
ˈì	i
ˈìs	ʔ i s
ˈí	i
ˈî	i
ˈîw	ʔ i w
ˈó	o
ˈù	u
ˈú	u
ˈû	u
̀z	z
̀ŋhw	ŋ hʷ
́b	b
́c	c
́d	d
́m	m
́n	n
́w	w
̄k	k
̄v	v
̄ɗ	ɗ
̌zw	zʷ
̙m̩	m
̱b	b
̱d	d
̱t	t
ә	ə
ә̀	ə
ә́	ə
ә́s	ə s
ә̂	ə
ḏ	d
ḿ	m
ṟ	r
ẃ	w
ẅ	w
ụ	u
ⁿd	ⁿd
ⁿdʒ	ⁿdʒ
™	NULL
	NULL
